receptor,receiver_celltype,PE_pregnancy_n,PE_detected_n,PE_detected_proportion,control_pregnancy_n,control_detected_n,control_detected_proportion,PE_median_mean_normalized_expression,control_median_mean_normalized_expression,PE_donor_expression,control_donor_expression,receptor_competence,competence_rule,receptor_mapping_source,evidence_confidence,source_url
GP6,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0.000808407;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0.00193798;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
GPC1,PLACENTAL_STROMAL,17,17,1.0,9,9,1.0,0.885883347421809,0.6227154046997389,PE_early_1:0.825997;PE_early_10:0.885883;PE_early_2:0.979381;PE_early_3:0.842629;PE_early_4:1.02601;PE_early_5:1.01297;PE_early_6:0.888;PE_early_7:1.18189;PE_early_8:0.863821;PE_early_9:0.713443;PE_late_1:0.78893;PE_late_2:0.859269;PE_late_3:0.950413;PE_late_4:0.71719;PE_late_5:1.13642;PE_late_6:0.407143;PE_late_7:0.888071,control_early_1:0.654511;control_early_2:0.483615;control_early_3:0.717963;control_3:0.621429;control_4:0.991914;control_5:0.523256;control_6:0.592998;control_7:0.622715;control_8:0.820557,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
GPC4,PLACENTAL_STROMAL,17,4,0.23529411764705882,9,5,0.5555555555555556,0.039729501267962805,0.10722100656455143,PE_early_1:0.0371389;PE_early_10:0.0397295;PE_early_2:0.00515464;PE_early_3:0.0737052;PE_early_4:0.0115607;PE_early_5:0.0307942;PE_early_6:0.264;PE_early_7:0.0194018;PE_early_8:0.0670732;PE_early_9:0.0235849;PE_late_1:0.0354244;PE_late_2:0.341001;PE_late_3:0.132231;PE_late_4:0.0942699;PE_late_5:0.029601;PE_late_6:0.0785714;PE_late_7:0.113402,control_early_1:0.0441459;control_early_2:0.0218471;control_early_3:0.0326087;control_3:0.194286;control_4:0.0431267;control_5:0.166667;control_6:0.107221;control_7:0.114883;control_8:0.135889,RECEPTOR_WEAK,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
GPIHBP1,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0.00117925;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
GPR182,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
GPR37,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.01487603305785124,0.02,PE_early_1:0.0268226;PE_early_10:0.0490279;PE_early_2:0.0103093;PE_early_3:0.0219124;PE_early_4:0;PE_early_5:0.0324149;PE_early_6:0.048;PE_early_7:0.039612;PE_early_8:0.0162602;PE_early_9:0.00707547;PE_late_1:0.096679;PE_late_2:0.0067659;PE_late_3:0.014876;PE_late_4:0.00739372;PE_late_5:0.010296;PE_late_6:0.00714286;PE_late_7:0.011782,control_early_1:0.0345489;control_early_2:0.0109235;control_early_3:0.0446224;control_3:0.02;control_4:0.0296496;control_5:0.0242248;control_6:0.00437637;control_7:0.0078329;control_8:0.00609756,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
GPR37L1,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0.00137552;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0.064;PE_early_7:0.00727567;PE_early_8:0;PE_early_9:0.00235849;PE_late_1:0.00295203;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0.002574;PE_late_6:0;PE_late_7:0.00589102,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0.00539084;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
GPR42,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.0008453085376162299,0.002613240418118467,PE_early_1:0.00137552;PE_early_10:0.000845309;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0.012966;PE_early_6:0.016;PE_early_7:0.00808407;PE_early_8:0;PE_early_9:0;PE_late_1:0.00664207;PE_late_2:0.00405954;PE_late_3:0;PE_late_4:0.0147874;PE_late_5:0;PE_late_6:0;PE_late_7:0.0147275,control_early_1:0;control_early_2:0.00496524;control_early_3:0.00171625;control_3:0.0128571;control_4:0;control_5:0.00775194;control_6:0.00547046;control_7:0;control_8:0.00261324,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
GRM7,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0.00199203;PE_early_4:0.0144509;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0.00554529;PE_late_5:0;PE_late_6:0;PE_late_7:0.00736377,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0.000968992;control_6:0.00328228;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
GRPR,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0.00441826,control_early_1:0;control_early_2:0;control_early_3:0.00171625;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0.00348432,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
HAS2,PLACENTAL_STROMAL,17,1,0.058823529411764705,9,0,0.0,0.02165087956698241,0.006564551422319475,PE_early_1:0.0330124;PE_early_10:0.0270499;PE_early_2:0;PE_early_3:0.00796813;PE_early_4:0;PE_early_5:0.0470016;PE_early_6:0.216;PE_early_7:0.083266;PE_early_8:0.0426829;PE_early_9:0.0141509;PE_late_1:0.00738007;PE_late_2:0.0216509;PE_late_3:0.00991736;PE_late_4:0.0221811;PE_late_5:0.00772201;PE_late_6:0.0261905;PE_late_7:0.0132548,control_early_1:0;control_early_2:0.0019861;control_early_3:0.00514874;control_3:0.01;control_4:0.00808625;control_5:0.00678295;control_6:0.00656455;control_7:0;control_8:0.00696864,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
HAVCR2,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.003305785123966942,0.007832898172323759,PE_early_1:0;PE_early_10:0.00760778;PE_early_2:0;PE_early_3:0.0119522;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0.00404204;PE_early_8:0;PE_early_9:0.0153302;PE_late_1:0.00295203;PE_late_2:0.014885;PE_late_3:0.00330579;PE_late_4:0.00554529;PE_late_5:0.010296;PE_late_6:0.0166667;PE_late_7:0,control_early_1:0.00575816;control_early_2:0.00893744;control_early_3:0.021167;control_3:0.0114286;control_4:0;control_5:0.0135659;control_6:0;control_7:0.0078329;control_8:0.00261324,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
HCST,PLACENTAL_STROMAL,17,1,0.058823529411764705,9,0,0.0,0.02577319587628866,0.022975929978118162,PE_early_1:0.00275103;PE_early_10:0.043956;PE_early_2:0.0257732;PE_early_3:0.0378486;PE_early_4:0.0115607;PE_early_5:0.0162075;PE_early_6:0;PE_early_7:0.0565885;PE_early_8:0.050813;PE_early_9:0.00825472;PE_late_1:0.00738007;PE_late_2:0.0324763;PE_late_3:0.031405;PE_late_4:0.0221811;PE_late_5:0.024453;PE_late_6:0.12381;PE_late_7:0.0544919,control_early_1:0.0134357;control_early_2:0.0466733;control_early_3:0.048627;control_3:0.00857143;control_4:0.00808625;control_5:0.0164729;control_6:0.0229759;control_7:0.0691906;control_8:0.0252613,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
HMMR,PLACENTAL_STROMAL,17,2,0.11764705882352941,9,1,0.1111111111111111,0.046242774566473986,0.04043126684636118,PE_early_1:0.0192572;PE_early_10:0.103973;PE_early_2:0.0670103;PE_early_3:0.0258964;PE_early_4:0.0462428;PE_early_5:0.0388979;PE_early_6:0.048;PE_early_7:0.0703314;PE_early_8:0.0792683;PE_early_9:0.20283;PE_late_1:0.0214022;PE_late_2:0.0365359;PE_late_3:0.00991736;PE_late_4:0.0480591;PE_late_5:0.0501931;PE_late_6:0.0428571;PE_late_7:0.0353461,control_early_1:0.170825;control_early_2:0.0268123;control_early_3:0.0840961;control_3:0.07;control_4:0.0404313;control_5:0.0271318;control_6:0.0339168;control_7:0.0195822;control_8:0.043554,RECEPTOR_WEAK,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
HTR1B,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.00597609561752988,0.016411378555798686,PE_early_1:0.00343879;PE_early_10:0.00422654;PE_early_2:0;PE_early_3:0.0059761;PE_early_4:0.00578035;PE_early_5:0.00324149;PE_early_6:0;PE_early_7:0.00485044;PE_early_8:0.00406504;PE_early_9:0.00707547;PE_late_1:0.0103321;PE_late_2:0.00811908;PE_late_3:0.0165289;PE_late_4:0.0332717;PE_late_5:0.024453;PE_late_6:0.0119048;PE_late_7:0.0265096,control_early_1:0;control_early_2:0.0287984;control_early_3:0.0120137;control_3:0;control_4:0;control_5:0.0164729;control_6:0.0164114;control_7:0.0234987;control_8:0.0174216,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
HTR2C,PLACENTAL_STROMAL,17,1,0.058823529411764705,9,0,0.0,0.014450867052023121,0.02116704805491991,PE_early_1:0.0460798;PE_early_10:0;PE_early_2:0.108247;PE_early_3:0.0059761;PE_early_4:0.0144509;PE_early_5:0.0145867;PE_early_6:0;PE_early_7:0.0274859;PE_early_8:0.0203252;PE_early_9:0.00117925;PE_late_1:0.0354244;PE_late_2:0.0433018;PE_late_3:0;PE_late_4:0;PE_late_5:0.001287;PE_late_6:0.0047619;PE_late_7:0.0265096,control_early_1:0.0268714;control_early_2:0;control_early_3:0.021167;control_3:0.0528571;control_4:0.0215633;control_5:0.0310078;control_6:0;control_7:0;control_8:0.00348432,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
HTR6,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
IGF1R,PLACENTAL_STROMAL,17,17,1.0,9,9,1.0,0.8613678373382625,0.7663185378590078,PE_early_1:0.764787;PE_early_10:0.635672;PE_early_2:1.03608;PE_early_3:0.896414;PE_early_4:1.65607;PE_early_5:0.726094;PE_early_6:1;PE_early_7:0.805174;PE_early_8:0.754065;PE_early_9:0.961085;PE_late_1:0.58524;PE_late_2:0.932341;PE_late_3:0.652893;PE_late_4:0.861368;PE_late_5:0.640927;PE_late_6:1.00714;PE_late_7:1.25773,control_early_1:0.458733;control_early_2:1.61966;control_early_3:1.33696;control_3:0.43;control_4:0.371968;control_5:0.517442;control_6:1.21335;control_7:0.766319;control_8:1.00958,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
IGSF5,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.002890173410404624,0.0017162471395881006,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0.00289017;PE_early_5:0.00648298;PE_early_6:0;PE_early_7:0.0113177;PE_early_8:0;PE_early_9:0.0153302;PE_late_1:0;PE_late_2:0.00541272;PE_late_3:0;PE_late_4:0.00369686;PE_late_5:0.00514801;PE_late_6:0.0166667;PE_late_7:0.00441826,control_early_1:0;control_early_2:0.00595829;control_early_3:0.00171625;control_3:0;control_4:0;control_5:0.0106589;control_6:0.00765864;control_7:0.00261097;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
IGSF8,PLACENTAL_STROMAL,17,17,1.0,9,9,1.0,0.3150406504065041,0.2770034843205575,PE_early_1:0.444292;PE_early_10:0.105664;PE_early_2:0.402062;PE_early_3:0.513944;PE_early_4:0.176301;PE_early_5:0.363047;PE_early_6:0.248;PE_early_7:0.236055;PE_early_8:0.315041;PE_early_9:0.207547;PE_late_1:0.437638;PE_late_2:0.330176;PE_late_3:0.358678;PE_late_4:0.312384;PE_late_5:0.364221;PE_late_6:0.269048;PE_late_7:0.223859,control_early_1:0.349328;control_early_2:0.142006;control_early_3:0.255149;control_3:0.424286;control_4:0.309973;control_5:0.252907;control_6:0.276805;control_7:0.390339;control_8:0.277003,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
IL12RB2,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0.00486224;PE_early_6:0;PE_early_7:0;PE_early_8:0.00406504;PE_early_9:0.00235849;PE_late_1:0;PE_late_2:0.00135318;PE_late_3:0.00330579;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0.00294551,control_early_1:0;control_early_2:0;control_early_3:0.00114416;control_3:0.00285714;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
IL15RA,PLACENTAL_STROMAL,17,17,1.0,9,9,1.0,0.38291605301914583,0.36214442013129106,PE_early_1:0.208391;PE_early_10:0.23246;PE_early_2:0.453608;PE_early_3:0.521912;PE_early_4:0.303468;PE_early_5:0.502431;PE_early_6:0.136;PE_early_7:0.242522;PE_early_8:0.199187;PE_early_9:0.120283;PE_late_1:0.390406;PE_late_2:0.414073;PE_late_3:0.547107;PE_late_4:0.384473;PE_late_5:0.351351;PE_late_6:0.509524;PE_late_7:0.382916,control_early_1:0.170825;control_early_2:0.363456;control_early_3:0.173913;control_3:0.49;control_4:0.595687;control_5:0.344961;control_6:0.362144;control_7:0.178851;control_8:0.375436,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
IL18R1,PLACENTAL_STROMAL,17,16,0.9411764705882353,9,9,1.0,0.6082474226804123,0.7421602787456446,PE_early_1:0.316369;PE_early_10:0.613694;PE_early_2:0.608247;PE_early_3:0.988048;PE_early_4:1.51156;PE_early_5:0.510535;PE_early_6:0.08;PE_early_7:0.30477;PE_early_8:0.400407;PE_early_9:0.805425;PE_late_1:0.261255;PE_late_2:0.580514;PE_late_3:0.566942;PE_late_4:1.16266;PE_late_5:0.957529;PE_late_6:1.45952;PE_late_7:0.998527,control_early_1:0.664107;control_early_2:1.02185;control_early_3:0.862128;control_3:0.357143;control_4:0.312668;control_5:0.397287;control_6:0.924508;control_7:0.815927;control_8:0.74216,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
IL1R1,PLACENTAL_STROMAL,17,17,1.0,9,9,1.0,4.672828096118299,4.590116279069767,PE_early_1:2.49587;PE_early_10:5.388;PE_early_2:3.23711;PE_early_3:3.71912;PE_early_4:5.33237;PE_early_5:5.70178;PE_early_6:4.528;PE_early_7:3.33953;PE_early_8:4.13415;PE_early_9:5.92925;PE_late_1:4.54096;PE_late_2:4.00812;PE_late_3:4.85455;PE_late_4:4.67283;PE_late_5:4.68211;PE_late_6:5.25;PE_late_7:5.22091,control_early_1:4.11324;control_early_2:5.82324;control_early_3:5.7397;control_3:2.34571;control_4:2.67655;control_5:4.59012;control_6:5.86871;control_7:4.05222;control_8:6.67683,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
IL1R2,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.017341040462427744,0.0175054704595186,PE_early_1:0.00412655;PE_early_10:0.0380389;PE_early_2:0.0154639;PE_early_3:0.0318725;PE_early_4:0.017341;PE_early_5:0.0291734;PE_early_6:0;PE_early_7:0.0242522;PE_early_8:0.00406504;PE_early_9:0.0106132;PE_late_1:0.0317343;PE_late_2:0.0108254;PE_late_3:0.0347107;PE_late_4:0.0240296;PE_late_5:0.024453;PE_late_6:0;PE_late_7:0.00589102,control_early_1:0.00383877;control_early_2:0.019861;control_early_3:0.0200229;control_3:0.0242857;control_4:0.0134771;control_5:0.0348837;control_6:0.0175055;control_7:0.00261097;control_8:0.0148084,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
IL1RAP,PLACENTAL_STROMAL,17,17,1.0,9,9,1.0,0.40165289256198344,0.2722371967654987,PE_early_1:0.253095;PE_early_10:0.195266;PE_early_2:0.572165;PE_early_3:0.609562;PE_early_4:0.32948;PE_early_5:0.504052;PE_early_6:0.952;PE_early_7:0.452708;PE_early_8:0.357724;PE_early_9:0.239387;PE_late_1:0.487085;PE_late_2:0.476319;PE_late_3:0.401653;PE_late_4:0.362292;PE_late_5:0.343629;PE_late_6:0.280952;PE_late_7:0.655376,control_early_1:0.243762;control_early_2:0.333664;control_early_3:0.251716;control_3:0.244286;control_4:0.272237;control_5:0.218992;control_6:0.393873;control_7:0.429504;control_8:0.37108,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
IL1RAPL1,PLACENTAL_STROMAL,17,0,0.0,9,0,0.0,0.018484288354898338,0.019193857965451054,PE_early_1:0.0295736;PE_early_10:0.00591716;PE_early_2:0.0360825;PE_early_3:0.00796813;PE_early_4:0.0115607;PE_early_5:0.0470016;PE_early_6:0.016;PE_early_7:0.0185934;PE_early_8:0.0264228;PE_early_9:0.0247642;PE_late_1:0.0103321;PE_late_2:0.0202977;PE_late_3:0.014876;PE_late_4:0.0184843;PE_late_5:0.00514801;PE_late_6:0;PE_late_7:0.0294551,control_early_1:0.0191939;control_early_2:0.019861;control_early_3:0.0343249;control_3:0.0257143;control_4:0.0134771;control_5:0.0184109;control_6:0.00656455;control_7:0.0248042;control_8:0.00087108,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
