receptor,receiver_celltype,PE_pregnancy_n,PE_detected_n,PE_detected_proportion,control_pregnancy_n,control_detected_n,control_detected_proportion,PE_median_mean_normalized_expression,control_median_mean_normalized_expression,PE_donor_expression,control_donor_expression,receptor_competence,competence_rule,receptor_mapping_source,evidence_confidence,source_url
ADORA1,HOFBAUER,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0.004914;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0.00789474;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0.0110375,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0.0125;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ADORA2A,HOFBAUER,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0.022113;PE_early_10:0;PE_early_2:0.015873;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0.00526316;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0.0144231;PE_late_2:0.0147059;PE_late_3:0.0164609;PE_late_4:0;PE_late_5:0;PE_late_6:0.00379147;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0.035;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ADRA2A,HOFBAUER,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0.00371747;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0.00243902;PE_early_8:0;PE_early_9:0;PE_late_1:0.0192308;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0.00970874;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ADRB2,HOFBAUER,17,17,1.0,9,9,1.0,0.3333333333333333,0.45,PE_early_1:0.400491;PE_early_10:0.680297;PE_early_2:0.333333;PE_early_3:0.313725;PE_early_4:0.283784;PE_early_5:0.263158;PE_early_6:0.194737;PE_early_7:0.340244;PE_early_8:0.347032;PE_early_9:0.430108;PE_late_1:0.423077;PE_late_2:0.423529;PE_late_3:0.230453;PE_late_4:0.289773;PE_late_5:0.593548;PE_late_6:0.312796;PE_late_7:0.275938,control_early_1:0.861027;control_early_2:0.474093;control_early_3:0.51335;control_3:0.587302;control_4:0.377049;control_5:0.38;control_6:0.45;control_7:0.269795;control_8:0.326446,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ADRB3,HOFBAUER,17,0,0.0,9,0,0.0,0.022727272727272728,0.02072538860103627,PE_early_1:0.027027;PE_early_10:0;PE_early_2:0.015873;PE_early_3:0.0392157;PE_early_4:0;PE_early_5:0.0328947;PE_early_6:0.00789474;PE_early_7:0.0292683;PE_early_8:0.0228311;PE_early_9:0.0483871;PE_late_1:0.0144231;PE_late_2:0;PE_late_3:0.0411523;PE_late_4:0.0227273;PE_late_5:0;PE_late_6:0.0606635;PE_late_7:0.0198675,control_early_1:0.0332326;control_early_2:0.0207254;control_early_3:0.0315534;control_3:0;control_4:0.0983607;control_5:0;control_6:0;control_7:0.0117302;control_8:0.0289256,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
AGER,HOFBAUER,17,1,0.058823529411764705,9,0,0.0,0.02894736842105263,0.031746031746031744,PE_early_1:0.017199;PE_early_10:0.0408922;PE_early_2:0.031746;PE_early_3:0.0392157;PE_early_4:0.121622;PE_early_5:0.0855263;PE_early_6:0.0289474;PE_early_7:0.0219512;PE_early_8:0;PE_early_9:0.0752688;PE_late_1:0.0192308;PE_late_2:0.0117647;PE_late_3:0.0164609;PE_late_4:0.0397727;PE_late_5:0;PE_late_6:0.0104265;PE_late_7:0.0618102,control_early_1:0.0634441;control_early_2:0.0310881;control_early_3:0.0546117;control_3:0.031746;control_4:0.0327869;control_5:0.025;control_6:0.0125;control_7:0.0351906;control_8:0.0289256,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ALCAM,HOFBAUER,17,14,0.8235294117647058,9,5,0.5555555555555556,0.3004115226337449,0.14049586776859505,PE_early_1:0.432432;PE_early_10:0.185874;PE_early_2:0.492063;PE_early_3:0.313725;PE_early_4:0.189189;PE_early_5:0.144737;PE_early_6:0.523684;PE_early_7:0.0609756;PE_early_8:0.0958904;PE_early_9:0.322581;PE_late_1:0.336538;PE_late_2:0.338235;PE_late_3:0.300412;PE_late_4:0.25;PE_late_5:0.0387097;PE_late_6:0.305213;PE_late_7:0.178808,control_early_1:0.495468;control_early_2:0.305699;control_early_3:0.0898058;control_3:0;control_4:0.0327869;control_5:0.09;control_6:0.25625;control_7:0.234604;control_8:0.140496,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ALK,HOFBAUER,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0.00371747;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0.00485437;control_3:0;control_4:0;control_5:0.035;control_6:0;control_7:0.0058651;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
AMFR,HOFBAUER,17,17,1.0,9,9,1.0,0.40789473684210525,0.3460410557184751,PE_early_1:0.292383;PE_early_10:0.349442;PE_early_2:0.285714;PE_early_3:0.411765;PE_early_4:0.418919;PE_early_5:0.407895;PE_early_6:0.268421;PE_early_7:0.380488;PE_early_8:0.196347;PE_early_9:0.327957;PE_late_1:0.346154;PE_late_2:0.476471;PE_late_3:0.45679;PE_late_4:0.448864;PE_late_5:0.451613;PE_late_6:0.416114;PE_late_7:0.415011,control_early_1:0.398792;control_early_2:0.510363;control_early_3:0.328883;control_3:0.492063;control_4:0.344262;control_5:0.305;control_6:0.26875;control_7:0.346041;control_8:0.38843,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ANXA2,HOFBAUER,17,17,1.0,9,9,1.0,1.7280487804878049,1.3968253968253967,PE_early_1:3.00737;PE_early_10:1.36803;PE_early_2:3.49206;PE_early_3:2.13725;PE_early_4:1.82432;PE_early_5:0.881579;PE_early_6:6.97105;PE_early_7:1.72805;PE_early_8:1.50685;PE_early_9:1.47849;PE_late_1:2.20192;PE_late_2:1.66176;PE_late_3:4.37449;PE_late_4:2.60227;PE_late_5:1.52903;PE_late_6:1.62654;PE_late_7:1.16998,control_early_1:1.39879;control_early_2:0.878238;control_early_3:1.26456;control_3:1.39683;control_4:2.01639;control_5:2.65;control_6:1.28125;control_7:0.741935;control_8:1.65289,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
APLP2,HOFBAUER,17,17,1.0,9,9,1.0,9.230958230958231,8.861027190332326,PE_early_1:9.23096;PE_early_10:10.2416;PE_early_2:8.28571;PE_early_3:7.66667;PE_early_4:9.72973;PE_early_5:9.44737;PE_early_6:9.61842;PE_early_7:11.7317;PE_early_8:9.46575;PE_early_9:9.16129;PE_late_1:9.42788;PE_late_2:8.56471;PE_late_3:9.38683;PE_late_4:9.11364;PE_late_5:7.65161;PE_late_6:6.70806;PE_late_7:7.60044,control_early_1:8.86103;control_early_2:6.65285;control_early_3:9.65291;control_3:9.33333;control_4:9.86885;control_5:9.955;control_6:7.96875;control_7:7.64809;control_8:7.99587,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
APOA1,HOFBAUER,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0.004914;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0.00263158;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0.0147059;PE_late_3:0;PE_late_4:0.0113636;PE_late_5:0;PE_late_6:0.00473934;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
APP,HOFBAUER,17,17,1.0,9,9,1.0,0.9034090909090909,0.685,PE_early_1:1.07617;PE_early_10:0.855019;PE_early_2:0.920635;PE_early_3:0.705882;PE_early_4:0.905405;PE_early_5:0.473684;PE_early_6:0.994737;PE_early_7:1.41585;PE_early_8:0.785388;PE_early_9:1.44086;PE_late_1:0.8125;PE_late_2:1.15294;PE_late_3:1.28395;PE_late_4:0.903409;PE_late_5:0.522581;PE_late_6:0.504265;PE_late_7:0.598234,control_early_1:1.14199;control_early_2:0.813472;control_early_3:0.591019;control_3:1.06349;control_4:0.245902;control_5:0.685;control_6:0.5125;control_7:0.604106;control_8:0.954545,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
AQP1,HOFBAUER,17,0,0.0,9,0,0.0,0.0029411764705882353,0.012953367875647668,PE_early_1:0.02457;PE_early_10:0.00371747;PE_early_2:0.031746;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0.0394737;PE_early_7:0.00487805;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0.00294118;PE_late_3:0;PE_late_4:0.0227273;PE_late_5:0;PE_late_6:0.00853081;PE_late_7:0.0463576,control_early_1:0;control_early_2:0.0129534;control_early_3:0.00728155;control_3:0;control_4:0.0819672;control_5:0.015;control_6:0.04375;control_7:0.0205279;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
ATP1A3,HOFBAUER,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0.0634921;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0.00263158;PE_early_7:0;PE_early_8:0;PE_early_9:0.0107527;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0.00826446,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
AVPR2,HOFBAUER,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0.0328947;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0.00294118;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0.00758294;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0.01;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
AXL,HOFBAUER,17,17,1.0,9,9,1.0,0.5447368421052632,0.2849740932642487,PE_early_1:0.503686;PE_early_10:0.505576;PE_early_2:0.492063;PE_early_3:0.686275;PE_early_4:1.05405;PE_early_5:0.256579;PE_early_6:0.544737;PE_early_7:0.473171;PE_early_8:0.283105;PE_early_9:0.365591;PE_late_1:1.29808;PE_late_2:0.588235;PE_late_3:0.415638;PE_late_4:0.761364;PE_late_5:0.690323;PE_late_6:0.694787;PE_late_7:0.660044,control_early_1:0.23565;control_early_2:0.284974;control_early_3:0.150485;control_3:0.52381;control_4:0.606557;control_5:0.28;control_6:0.53125;control_7:0.234604;control_8:0.384298,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
BACE1,HOFBAUER,17,17,1.0,9,9,1.0,0.5079365079365079,0.47668393782383417,PE_early_1:0.560197;PE_early_10:0.520446;PE_early_2:0.507937;PE_early_3:0.27451;PE_early_4:0.310811;PE_early_5:0.355263;PE_early_6:0.515789;PE_early_7:0.647561;PE_early_8:0.515982;PE_early_9:0.784946;PE_late_1:0.769231;PE_late_2:0.488235;PE_late_3:0.54321;PE_late_4:0.369318;PE_late_5:0.425806;PE_late_6:0.36019;PE_late_7:0.452539,control_early_1:0.519637;control_early_2:0.476684;control_early_3:0.677184;control_3:0.380952;control_4:0.409836;control_5:0.345;control_6:0.55625;control_7:0.580645;control_8:0.384298,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
BAMBI,HOFBAUER,17,1,0.058823529411764705,9,1,0.1111111111111111,0.02702702702702703,0.043689320388349516,PE_early_1:0.027027;PE_early_10:0.0185874;PE_early_2:0.047619;PE_early_3:0.0196078;PE_early_4:0;PE_early_5:0.0263158;PE_early_6:0.0394737;PE_early_7:0.0121951;PE_early_8:0.086758;PE_early_9:0.016129;PE_late_1:0.0480769;PE_late_2:0.0235294;PE_late_3:0.0205761;PE_late_4:0.0795455;PE_late_5:0.109677;PE_late_6:0.0350711;PE_late_7:0.0596026,control_early_1:0.0332326;control_early_2:0.0518135;control_early_3:0.0436893;control_3:0.031746;control_4:0.0327869;control_5:0.075;control_6:0.05;control_7:0.120235;control_8:0.0165289,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
BMPR1A,HOFBAUER,17,11,0.6470588235294118,9,6,0.6666666666666666,0.12267657992565056,0.13897280966767372,PE_early_1:0.125307;PE_early_10:0.122677;PE_early_2:0.0793651;PE_early_3:0.0588235;PE_early_4:0.243243;PE_early_5:0.0657895;PE_early_6:0.142105;PE_early_7:0.126829;PE_early_8:0.105023;PE_early_9:0.166667;PE_late_1:0.0769231;PE_late_2:0.152941;PE_late_3:0.0658436;PE_late_4:0.159091;PE_late_5:0.083871;PE_late_6:0.153555;PE_late_7:0.110375,control_early_1:0.138973;control_early_2:0.150259;control_early_3:0.156553;control_3:0.126984;control_4:0.0655738;control_5:0.15;control_6:0.06875;control_7:0.0821114;control_8:0.161157,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
BMPR1B,HOFBAUER,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
BMPR2,HOFBAUER,17,17,1.0,9,9,1.0,0.6826923076923077,0.7220543806646526,PE_early_1:0.570025;PE_early_10:0.947955;PE_early_2:0.460317;PE_early_3:0.666667;PE_early_4:0.837838;PE_early_5:0.861842;PE_early_6:0.631579;PE_early_7:0.639024;PE_early_8:0.716895;PE_early_9:0.693548;PE_late_1:0.682692;PE_late_2:0.767647;PE_late_3:0.687243;PE_late_4:0.579545;PE_late_5:0.877419;PE_late_6:0.600948;PE_late_7:0.624724,control_early_1:0.722054;control_early_2:0.772021;control_early_3:0.875;control_3:0.888889;control_4:0.491803;control_5:0.435;control_6:0.93125;control_7:0.665689;control_8:0.619835,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
BRS3,HOFBAUER,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0;PE_early_10:0;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0;PE_early_9:0;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0,control_early_1:0;control_early_2:0;control_early_3:0;control_3:0;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
BTN3A1,HOFBAUER,17,14,0.8235294117647058,9,7,0.7777777777777778,0.12698412698412698,0.15,PE_early_1:0.100737;PE_early_10:0.122677;PE_early_2:0.126984;PE_early_3:0.392157;PE_early_4:0.243243;PE_early_5:0.151316;PE_early_6:0.0657895;PE_early_7:0.104878;PE_early_8:0.127854;PE_early_9:0.0268817;PE_late_1:0.173077;PE_late_2:0.179412;PE_late_3:0.17284;PE_late_4:0.119318;PE_late_5:0.122581;PE_late_6:0.092891;PE_late_7:0.145695,control_early_1:0.148036;control_early_2:0.163212;control_early_3:0.18568;control_3:0;control_4:0.262295;control_5:0.035;control_6:0.15;control_7:0.1261;control_8:0.202479,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
C5AR1,HOFBAUER,17,17,1.0,9,9,1.0,8.80952380952381,13.181818181818182,PE_early_1:14.6708;PE_early_10:7.87732;PE_early_2:8.80952;PE_early_3:7.35294;PE_early_4:9.2027;PE_early_5:4.78289;PE_early_6:8.78947;PE_early_7:7.29024;PE_early_8:7.85845;PE_early_9:8.05376;PE_late_1:12.8317;PE_late_2:9.67353;PE_late_3:17.4568;PE_late_4:12.5114;PE_late_5:5.60645;PE_late_6:9.13175;PE_late_7:11.0375,control_early_1:7.25378;control_early_2:13.7591;control_early_3:5.67233;control_3:14.2222;control_4:13.7213;control_5:13.01;control_6:14.725;control_7:10.9853;control_8:13.1818,RECEPTOR_COMPETENT,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CACHD1,HOFBAUER,17,0,0.0,9,0,0.0,0.0,0.0,PE_early_1:0.00982801;PE_early_10:0.00371747;PE_early_2:0;PE_early_3:0;PE_early_4:0;PE_early_5:0;PE_early_6:0;PE_early_7:0;PE_early_8:0.0958904;PE_early_9:0.0215054;PE_late_1:0;PE_late_2:0;PE_late_3:0;PE_late_4:0;PE_late_5:0;PE_late_6:0;PE_late_7:0.00662252,control_early_1:0.0181269;control_early_2:0;control_early_3:0.00242718;control_3:0.031746;control_4:0;control_5:0;control_6:0;control_7:0;control_8:0,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CADM3,HOFBAUER,17,0,0.0,9,3,0.3333333333333333,0.022113022113022112,0.06557377049180328,PE_early_1:0.022113;PE_early_10:0.0111524;PE_early_2:0;PE_early_3:0;PE_early_4:0.0405405;PE_early_5:0.0394737;PE_early_6:0;PE_early_7:0.0243902;PE_early_8:0;PE_early_9:0.0107527;PE_late_1:0.0576923;PE_late_2:0.0823529;PE_late_3:0.037037;PE_late_4:0.0113636;PE_late_5:0.083871;PE_late_6:0.00947867;PE_late_7:0.0309051,control_early_1:0.0362538;control_early_2:0.0621762;control_early_3:0.0910194;control_3:0.111111;control_4:0.0655738;control_5:0.135;control_6:0.04375;control_7:0.0439883;control_8:0.123967,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
CALCR,HOFBAUER,17,0,0.0,9,0,0.0,0.03717472118959108,0.04,PE_early_1:0.012285;PE_early_10:0.0371747;PE_early_2:0.015873;PE_early_3:0.0588235;PE_early_4:0;PE_early_5:0.0460526;PE_early_6:0.0315789;PE_early_7:0.0280488;PE_early_8:0.0228311;PE_early_9:0.0376344;PE_late_1:0.0528846;PE_late_2:0.0294118;PE_late_3:0.00823045;PE_late_4:0.0454545;PE_late_5:0.0516129;PE_late_6:0.0445498;PE_late_7:0.0596026,control_early_1:0.0785498;control_early_2:0.0595855;control_early_3:0.0303398;control_3:0.031746;control_4:0;control_5:0.04;control_6:0.04375;control_7:0.0645161;control_8:0.0247934,RECEPTOR_NOT_SUPPORTED,patient mean>=0.1; COMPETENT if >=50% and >=3 PE pregnancies; WEAK if >=20% or >=2,NicheNet-v2 LR network gene symbols,PREGNANCY_LEVEL_PUBLIC_NORMALIZED_EXPRESSION,data/interim/phase2a/admati_harmonized_pseudobulk_counts.csv|results/02_phase2a/metadata/pseudobulk_eligibility.csv
