ligand,program_module,receiver_level,receiver_celltype,frozen_PE_direction,P1_PARACRINE_CORE,measured_module_gene_n,frozen_module_gene_n,measured_coverage_proportion,positive_potential_module_target_n,required_measured_gene_n,competent_receptor_n,competent_receptors,weighted_target_rank_compatibility,permutation_P,target_compatibility_BH_FDR,target_compatibility_class,nichenet_directionality,source_url,signed_reversal_class,omnipath_collectri_class,cytosig_class,sender_evidence_level,baseline_classification,licensing_classification,sender_P1,sender_P2,CORRECTED_ADMATI_SUPPORT,EXTERNAL_SCRNA_SUPPORT,INDEPENDENT_BULK_PROGRAM_SUPPORT,celltype_localization_claim,module_union_sha256,BASELINE_SENDER_ROBUSTNESS,PARACRINE_ANNOTATION,LICENSING_CONTEXT,RECEPTOR_COMPETENCE,LR_DATABASE_SUPPORT,TARGET_COMPATIBILITY,SIGNED_REVERSAL_EVIDENCE,RECEIVER_EVIDENCE_LEVEL,duplicate_molecular_evidence_rule,axis_tier
DKK3,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,1,KREMEN1,0.8263509667231022,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
DSC3,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,NO,92,97,0.9484536082474226,92,15,0,,0.7862904213084803,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
DSG2,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,0,,0.7799488848477591,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
ECM1,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,0,,0.8162303476663965,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,DONOR_DEPENDENT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
EDIL3,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,4,ITGA5;ITGAV;ITGB1;ITGB5,0.7823390879269516,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,DONOR_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
EFEMP1,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,1,EGFR,0.8233614155372315,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
EFEMP2,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,1,PLSCR4,0.7974990094810592,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,DONOR_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
EFNA4,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,1,EPHA3,0.8096754361343916,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,DISEASE_CONCORDANT_POTENTIAL,CONCORDANT,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,DISEASE_CONCORDANT_POTENTIAL,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
EMC1,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,NO,92,97,0.9484536082474226,92,15,1,PRLR,0.7833428145905604,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P3_FULL_LR_SENSITIVITY,NO_CLEAR_LICENSING_EFFECT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
ENG,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,NO,92,97,0.9484536082474226,92,15,4,ACVR2A;ACVRL1;BMPR2;ITGAV,0.8365223389526332,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
ENPP1,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,1,INSR,0.7915207204988681,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,REVERSAL_SUPPORTED,REVERSAL,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,REVERSAL_SUPPORTED,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
EXOC3-AS1,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,0,,0.693790925966417,0.0004997501249375312,0.000613460000401329,NOT_TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,NO_COMPETENT_RECEPTOR,NO_COMPETENT_NICHENET_LR,NOT_TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,NOT_PRIORITIZED
EZR,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,NO,92,97,0.9484536082474226,92,15,1,SLC9A1,0.7995104655427447,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,REVERSAL_SUPPORTED,REVERSAL,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P2_EXTRACELLULAR_EXTENDED,NO_CLEAR_LICENSING_EFFECT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,REVERSAL_SUPPORTED,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
FAM3C,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,2,LAMP1;LIFR,0.8011456910528124,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,DISEASE_CONCORDANT_POTENTIAL,CONCORDANT,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,DISEASE_CONCORDANT_POTENTIAL,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
FAP,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,2,DPP4;NPR2,0.7347230925274965,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
FBLN1,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,1,ITGB1,0.8075473436201523,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,DONOR_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
FBN1,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,3,ITGA5;ITGAV;ITGB1,0.8235986212349821,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,DONOR_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
FGF2,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,9,CD44;FGFR1;FGFR2;FGFR3;FGFR4;NRP1;SDC1;SDC2;SDC4,0.8348492332485363,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,DISEASE_CONCORDANT_POTENTIAL,CONCORDANT,NOT_EVALUABLE,S1,ROBUST_BASELINE_SENDER,LICENSING_CONSISTENT_UP,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S1,P1_PARACRINE_CORE,LICENSING_CONSISTENT_UP,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,DISEASE_CONCORDANT_POTENTIAL,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
FGF7,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,5,FGFR1;FGFR2;FGFR3;FGFR4;NRP1,0.8421800620877792,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,DISEASE_CONCORDANT_POTENTIAL,CONCORDANT,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,DISEASE_CONCORDANT_POTENTIAL,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
FLRT2,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,1,UNC5B,0.8003088116925575,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,SIGNED_EVIDENCE_INSUFFICIENT,NOT_EVALUABLE,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,SIGNED_EVIDENCE_INSUFFICIENT,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
FN1,PROGRAM_MODULE_06,R2B,PLACENTAL_STROMAL,UP_IN_PE_PROGRAM,YES,92,97,0.9484536082474226,92,15,8,CD44;ITGA3;ITGA5;ITGAV;ITGB1;PLAUR;SDC1;SDC2,0.8155847214088604,0.0004997501249375312,0.000613460000401329,TARGET_COMPATIBLE,UNSIGNED_COMPATIBILITY_ONLY,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15,DISEASE_CONCORDANT_POTENTIAL,CONCORDANT,NOT_EVALUABLE,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,CORRECTED_ADMATI_SUPPORT,YANG_LOPE_DIRECTIONAL_SUPPORT,NOT_BULK_SUPPORTED,DEPENDENT_ON_SINGLE_CELL_EVIDENCE_NOT_VALIDATED_BY_BULK,77391f93d6dd222f178684d152bb2220bcd7bba9d11c5769a5daacc32c8116ff,S2,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,RECEPTOR_COMPETENT,NICHENET_LR_WITH_COMPETENT_RECEPTOR,TARGET_COMPATIBLE,DISEASE_CONCORDANT_POTENTIAL,R2B,same module_union_sha256 is one pathway-level object; localization retained separately,TIER_C_EXTENDED_EXTRACELLULAR
